"";"gradyear";"gender";"age";"friends";"basketball";"football";"soccer";"softball";"volleyball";"swimming";"cheerleading";"baseball";"tennis";"sports";"cute";"sex";"sexy";"hot";"kissed";"dance";"band";"marching";"music";"rock";"god";"church";"jesus";"bible";"hair";"dress";"blonde";"mall";"shopping";"clothes";"hollister";"abercrombie";"die";"death";"drunk";"drugs"
"7459";2007;"F";"17.457";28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7460";2006;"F";"17.982";0;2;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"7461";2008;"M";"17.131";0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7462";2006;"F";"18.897";3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"7463";2008;"F";"16.977";58;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7464";2007;"F";"17.514";74;0;0;2;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7465";2009;NA;"";24;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7466";2009;NA;"";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"7467";2008;"F";"16.323";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"7468";2008;"F";"16.591";36;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"7469";2008;"F";"";86;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0
"7470";2008;"F";"";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0
"7471";2008;"M";"106.549";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7472";2007;"F";"18.193";9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"7473";2007;"F";"106.839";10;2;2;0;0;0;0;0;0;0;1;0;2;1;0;5;3;1;0;4;7;0;0;0;0;4;1;0;2;0;1;0;0;0;0;0;0
"7474";2006;"M";"18.916";0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7475";2008;"F";"16.701";32;0;0;0;0;1;0;0;0;0;0;3;0;0;3;0;2;0;0;3;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0
"7476";2008;"F";"";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"7477";2008;"F";"16.29";20;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7478";2009;"M";"";13;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7479";2008;"F";"";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7480";2009;"F";"15.844";19;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7481";2007;"F";"18.259";70;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"7482";2006;"F";"18.979";12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0
"7483";2007;"M";"17.029";3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7484";2008;"M";"17.158";8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"7485";2008;NA;"17.246";69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7486";2009;"F";"16.572";65;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;3;1;2;1;1;0;0;0;0;0;0;0
"7487";2007;"M";"14.146";50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7488";2006;"F";"18.198";35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7489";2006;"F";"18.995";26;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7490";2008;"F";"";70;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"7491";2007;NA;"";62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7492";2008;"F";"16.58";94;0;2;1;0;0;1;0;0;0;0;1;0;0;0;0;3;0;0;1;0;2;0;0;1;3;0;1;1;0;1;0;0;0;0;0;1
"7493";2009;"F";"4.906";9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7494";2007;"F";"17.437";65;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7495";2008;"F";"16.353";66;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
"7496";2009;"F";"15.357";12;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7497";2009;"M";"15.904";30;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"7498";2009;"M";"15.318";39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7499";2007;"F";"17.867";86;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"7500";2006;"F";"18.927";47;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;1;0;0;1;0;1;0;0;0;0;1;0;0;0
"7501";2009;"F";"";162;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"7502";2009;"F";"";60;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"7503";2009;"F";"16.657";62;1;1;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;2;1;0;0;1;1;2;1;1;0;1;0;0;0;0;0
"7504";2008;"F";"16.731";3;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7505";2008;"F";"16.597";6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7506";2009;"F";"16.06";33;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
"7507";2007;"F";"";8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7508";2006;"F";"19.173";7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;3;0;0;2;0;0;1;0;0;0;0;0;0;0;0
"7509";2008;"M";"";28;1;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"7510";2006;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7511";2007;"F";"17.503";11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"7512";2009;"F";"";25;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;2;0;0;1;1;0;1;1;0;0;0;0
"7513";2006;"F";"";18;1;1;0;0;0;0;0;0;0;0;1;4;0;0;1;0;1;0;4;0;0;0;0;0;4;0;0;2;3;0;0;0;0;0;0;1
"7514";2006;"F";"18.182";79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"7515";2006;"F";"18.357";22;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7516";2007;"F";"17.339";20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"7517";2008;"F";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"7518";2009;"F";"15.63";17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"7519";2009;"F";"15.562";29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"7520";2009;"F";"15.608";50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"7521";2009;"F";"15.647";64;0;2;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;3;1;0;1;0;0;2;2;0;0;0;0;0;0;0
"7522";2007;"F";"17.588";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"7523";2009;"F";"15.732";114;5;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0
"7524";2008;"F";"17.076";24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"7525";2009;NA;"";21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7526";2007;"F";"17.405";22;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
"7527";2006;"M";"18.333";10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7528";2008;"F";"7.365";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;2;1;0;0;2;0;0;0
"7529";2007;"F";"17.952";5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0
"7530";2008;"F";"17.101";0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"7531";2009;"F";"";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"7532";2008;"F";"16.534";8;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"7533";2007;"F";"";3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"7534";2007;"F";"";8;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0
"7535";2008;"M";"16.285";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"7536";2006;"F";"18.511";49;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"7537";2007;"F";"17.854";35;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;5;1;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0
"7538";2008;NA;"";6;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7539";2008;"F";"18.075";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7540";2007;"F";"17.081";70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0
"7541";2006;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7542";2008;"F";"16.353";63;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"7543";2008;"F";"17.32";48;1;2;1;0;0;0;4;1;0;1;1;1;0;1;0;1;0;0;2;1;1;1;0;0;0;0;0;4;1;0;1;0;2;1;0;0
"7544";2008;"F";"17.158";23;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"7545";2008;"F";"17.109";12;0;1;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0
"7546";2008;"F";"17.09";47;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;3;0;0;0;0;0;0;0;0
"7547";2006;"F";"18.7";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7548";2006;NA;"";5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"7549";2006;"F";"";16;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7550";2007;"F";"17.555";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7551";2007;"M";"8.14";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7552";2008;"F";"16.29";35;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"7553";2006;"F";"18.554";11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"7554";2008;"F";"17.073";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
"7555";2009;"F";"16.079";42;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"7556";2008;"F";"17.3";7;3;0;0;0;1;0;0;0;0;0;0;0;0;0;1;10;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;2;0;0;0
"7557";2006;"F";"18.1";80;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
"7558";2006;"F";"18.639";10;0;0;5;1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"7559";2008;"F";"16.531";0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0
"7560";2007;"F";"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0
"7561";2007;"F";"18.678";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"7562";2007;"F";"17.38";57;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
"7563";2007;"F";"";13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;7;1;0;0;0;0;0;2;0;0;0;0;0;0;0
"7564";2007;"M";"17.092";0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"7565";2006;"M";"18.338";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7566";2007;"F";"17.892";0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;4;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0
"7567";2007;"F";"18.333";24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7568";2008;NA;"";26;1;0;0;0;2;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0
"7569";2006;"M";"25.407";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7570";2009;"F";"15.989";34;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;0;2;2;0;4;0;0;0;0;0;0;0;0
"7571";2006;"F";"18.023";59;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"7572";2007;"M";"18.196";6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0
"7573";2007;"F";"95.091";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"7574";2008;"M";"16.986";14;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"7575";2009;"F";"16.211";15;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7576";2009;NA;"";109;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"7577";2007;NA;"17.533";16;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7578";2008;"F";"16.794";49;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"7579";2006;"F";"18.497";123;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;2;0;1;1;0;0;0;0
"7580";2008;"M";"16.244";23;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2
"7581";2006;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7582";2007;"F";"18.01";53;2;1;2;1;3;0;0;0;0;1;0;1;0;0;0;3;0;0;0;0;1;1;0;0;4;0;2;0;0;0;0;0;0;1;0;0
"7583";2007;"F";"17.818";29;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7584";2008;"F";"17.087";0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7585";2008;"F";"16.876";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"7586";2009;"M";"";44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7587";2008;"F";"16.479";6;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7588";2008;"F";"17.095";38;0;4;3;0;0;1;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0
"7589";2008;"F";"16.285";32;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7590";2007;NA;"";1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;1
"7591";2009;"F";"16.151";4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7592";2008;"F";"16.676";90;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"7593";2009;NA;"15.669";11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"7594";2008;"F";"16.137";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;1;1;0;0;1;1;0;1
"7595";2007;NA;"17.613";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"7596";2009;"F";"15.584";1;0;0;0;0;0;0;0;0;0;1;0;4;0;0;1;1;1;0;8;0;5;0;0;0;4;1;0;0;0;1;0;0;6;3;1;2
"7597";2006;"F";"19.099";37;0;0;0;2;2;0;0;0;0;0;0;0;2;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"7598";2009;"F";"";27;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0
"7599";2009;"F";"15.729";57;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;4;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"7600";2008;"F";"17.144";69;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;5;0;0
"7601";2007;"F";"17.002";10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0
"7602";2006;"F";"18.297";24;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7603";2006;"F";"18.648";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7604";2008;"M";"16.865";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;0;0;1;0;1;2
"7605";2008;"F";"16.479";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7606";2008;"F";"16.879";156;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"7607";2009;"F";"15.606";48;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;2;0;0;2;0;1;0
"7608";2007;"F";"17.952";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;4;0;12;0;0;0;0;0;2;0;1;1;0;1;0;0;0;0
"7609";2008;"F";"16.695";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"7610";2006;"F";"18.407";38;0;0;14;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;1;0;0;0;0;0;0
"7611";2008;"F";"16.925";5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"7612";2007;"F";"17.435";0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"7613";2007;"F";"17.722";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"7614";2009;NA;"";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
